date,station,precipitation
2013-03-07,Beret,0.636357748
2013-03-08,Beret,0.60002086
2013-03-09,Beret,0.4
2013-03-10,Beret,10.79197618
2013-03-11,Beret,3.42415766
2013-03-12,Beret,2.934431385
2013-03-13,Beret,3.318003089
2013-03-14,Beret,0
2013-03-15,Beret,0
2013-03-16,Beret,11.62808533
2013-03-17,Beret,4.13610084
2013-03-18,Beret,0
2013-03-19,Beret,0
2013-03-20,Beret,0
2013-03-21,Beret,10.831982
2013-03-22,Beret,2.426915838
2013-03-23,Beret,0.4
2013-03-24,Beret,14.40926777
2013-03-25,Beret,4.506643112
2013-03-26,Beret,4.760187989
2013-03-27,Beret,0.2
2013-03-28,Beret,0
2013-03-29,Beret,9.205366682
2013-03-30,Beret,0.470022776
2013-03-31,Beret,0.2
2013-04-01,Beret,0
2013-04-02,Beret,0
2013-04-03,Beret,17.60851231
2013-04-04,Beret,12.20876876
2013-04-05,Beret,0.287287788
2013-04-06,Beret,0
2013-04-07,Beret,4.826347956
2013-04-08,Beret,2.409637441
2013-04-09,Beret,0
2013-04-10,Beret,0
2013-04-11,Beret,0.4
2013-04-12,Beret,0
2013-04-13,Beret,0
2013-04-14,Beret,0.209951119
2013-04-15,Beret,4.42946766
2013-04-16,Beret,0.600314723
2013-04-17,Beret,0
2013-04-18,Beret,2.211188307
2013-04-19,Beret,0.147833327
2013-04-20,Beret,0
2013-04-21,Beret,0.4
2013-04-22,Beret,0
2013-04-23,Beret,0
2013-04-24,Beret,0
2013-04-25,Beret,29.10182481
2013-04-26,Beret,1.39190853
2013-04-27,Beret,29.16053535
2013-04-28,Beret,0.2
2013-04-29,Beret,19.78743923
2013-04-30,Beret,0.600262889
2013-05-01,Beret,0.4
2013-05-02,Beret,6.131112311
2013-05-03,Beret,0
2013-05-04,Beret,0
2013-05-05,Beret,0
2013-05-06,Beret,14.21670296
2013-05-07,Beret,13.0095701
2013-05-08,Beret,1.205878536
2013-05-09,Beret,2.026989533
2013-05-10,Beret,0
2013-05-11,Beret,0
2013-05-12,Beret,0
2013-05-13,Beret,0
2013-05-14,Beret,19.4501307
2013-05-15,Beret,36.25546669
2013-05-16,Beret,2.217403757
2013-05-17,Beret,20.38893711
2013-05-18,Beret,2.46711071
2013-05-19,Beret,34.45383521
2013-05-20,Beret,0
2013-05-21,Beret,3.381695642
2013-05-22,Beret,0
2013-05-23,Beret,0
2013-05-24,Beret,0
2013-05-25,Beret,0
2013-05-26,Beret,22.42949846
2013-05-27,Beret,7.308591671
2013-05-28,Beret,0
2013-05-29,Beret,2.366465105
2013-05-30,Beret,0
2013-05-31,Beret,4.93897816
2013-06-01,Beret,22.19583674
2013-06-02,Beret,0
2013-06-03,Beret,0
2013-06-04,Beret,0
2013-06-05,Beret,12.00738855
2013-06-06,Beret,22.32347566
2013-06-07,Beret,1.863355634
2013-06-08,Beret,4.977799636
2013-06-09,Beret,5.821437883
2013-06-10,Beret,0.4
2013-06-11,Beret,0
2013-06-12,Beret,0
2013-06-13,Beret,5.82344408
2013-06-14,Beret,0
2013-06-15,Beret,0
2013-06-16,Beret,0.958792123
2013-06-17,Beret,53.51083408
2013-06-18,Beret,36.03113529
2013-06-19,Beret,0.600164943
2013-06-20,Beret,0.4
2013-06-21,Beret,0.770783278
2013-06-22,Beret,0
2013-06-23,Beret,0
2013-06-24,Beret,0
2013-06-25,Beret,0
2013-06-26,Beret,0
2013-06-27,Beret,4.350303293
2013-06-28,Beret,0.2
2013-06-29,Beret,0.2
2013-06-30,Beret,0
2012-01-01,Bonaigua,0.3
2012-01-02,Bonaigua,7.6
2012-01-03,Bonaigua,0
2012-01-04,Bonaigua,1.8
2012-01-05,Bonaigua,4.2
2012-01-06,Bonaigua,0.9
2012-01-07,Bonaigua,0
2012-01-08,Bonaigua,0
2012-01-09,Bonaigua,0
2012-01-10,Bonaigua,0
2012-01-11,Bonaigua,0
2012-01-12,Bonaigua,0
2012-01-13,Bonaigua,0
2012-01-14,Bonaigua,0
2012-01-15,Bonaigua,0
2012-01-16,Bonaigua,0
2012-01-17,Bonaigua,0
2012-01-18,Bonaigua,0
2012-01-19,Bonaigua,0
2012-01-20,Bonaigua,2.3
2012-01-21,Bonaigua,0
2012-01-22,Bonaigua,0
2012-01-23,Bonaigua,0
2012-01-24,Bonaigua,0
2012-01-25,Bonaigua,0
2012-01-26,Bonaigua,0
2012-01-27,Bonaigua,0.6
2012-01-28,Bonaigua,8.2
2012-01-29,Bonaigua,14.1
2012-01-30,Bonaigua,0
2012-01-31,Bonaigua,2.4
2012-02-01,Bonaigua,3.4
2012-02-02,Bonaigua,1.2
2012-02-03,Bonaigua,1.5
2012-02-04,Bonaigua,2.4
2012-02-05,Bonaigua,9.3
2012-02-06,Bonaigua,3.3
2012-02-07,Bonaigua,2.1
2012-02-08,Bonaigua,0
2012-02-09,Bonaigua,0
2012-02-10,Bonaigua,0
2012-02-11,Bonaigua,0
2012-02-12,Bonaigua,0
2012-02-13,Bonaigua,0.9
2012-02-14,Bonaigua,20.2
2012-02-15,Bonaigua,3.3
2012-02-16,Bonaigua,16.3
2012-02-17,Bonaigua,0
2012-02-18,Bonaigua,0
2012-02-19,Bonaigua,0.6
2012-02-20,Bonaigua,0
2012-02-21,Bonaigua,0
2012-02-22,Bonaigua,0
2012-02-23,Bonaigua,0
2012-02-24,Bonaigua,0
2012-02-25,Bonaigua,0
2012-02-26,Bonaigua,0
2012-02-27,Bonaigua,0
2012-02-28,Bonaigua,0
2012-02-29,Bonaigua,0
2012-03-01,Bonaigua,0
2012-03-02,Bonaigua,0
2012-03-03,Bonaigua,10.2
2012-03-04,Bonaigua,1.2
2012-03-05,Bonaigua,1.2
2012-03-06,Bonaigua,2.7
2012-03-07,Bonaigua,0
2012-03-08,Bonaigua,2.5
2012-03-09,Bonaigua,0
2012-03-10,Bonaigua,0
2012-03-11,Bonaigua,0
2012-03-12,Bonaigua,0
2012-03-13,Bonaigua,0
2012-03-14,Bonaigua,0
2012-03-15,Bonaigua,0
2012-03-16,Bonaigua,0
2012-03-17,Bonaigua,0.6
2012-03-18,Bonaigua,3.2
2012-03-19,Bonaigua,0.6
2012-03-20,Bonaigua,2.4
2012-03-21,Bonaigua,108.9
2012-03-22,Bonaigua,23.6
2012-03-23,Bonaigua,0
2012-03-24,Bonaigua,0
2012-03-25,Bonaigua,0
2012-03-26,Bonaigua,0
2012-03-27,Bonaigua,0
2012-03-28,Bonaigua,0
2012-03-29,Bonaigua,0
2012-03-30,Bonaigua,0
2012-03-31,Bonaigua,0
2012-04-01,Bonaigua,2
2012-04-02,Bonaigua,2.4
2012-04-03,Bonaigua,3.9
2012-04-04,Bonaigua,6.2
2012-04-05,Bonaigua,14.3
2012-04-06,Bonaigua,14.8
2012-04-07,Bonaigua,4.9
2012-04-08,Bonaigua,3
2012-04-09,Bonaigua,0
2012-04-10,Bonaigua,10.5
2012-04-11,Bonaigua,0
2012-04-12,Bonaigua,6
2012-04-13,Bonaigua,0
2012-04-14,Bonaigua,6.5
2012-04-15,Bonaigua,11.8
2012-04-16,Bonaigua,3.1
2012-04-17,Bonaigua,1.8
2012-04-18,Bonaigua,2
2012-04-19,Bonaigua,3.6
2012-04-20,Bonaigua,0.3
2012-04-21,Bonaigua,2.7
2012-04-22,Bonaigua,7
2012-04-23,Bonaigua,9
2012-04-24,Bonaigua,0
2012-04-25,Bonaigua,0
2012-04-26,Bonaigua,0
2012-04-27,Bonaigua,20.6
2012-04-28,Bonaigua,58.5
2012-04-29,Bonaigua,2.7
2012-04-30,Bonaigua,40.6
2012-05-01,Bonaigua,0
2012-05-02,Bonaigua,0
2012-05-03,Bonaigua,0
2012-05-04,Bonaigua,5.1
2012-05-05,Bonaigua,2.3
2012-05-06,Bonaigua,0.3
2012-05-07,Bonaigua,0
2012-05-08,Bonaigua,0
2012-05-09,Bonaigua,0
2012-05-10,Bonaigua,0
2012-05-11,Bonaigua,2.3
2012-05-12,Bonaigua,0
2012-05-13,Bonaigua,1
2012-05-14,Bonaigua,0
2012-05-15,Bonaigua,0
2012-05-16,Bonaigua,0
2012-05-17,Bonaigua,3.8
2012-05-18,Bonaigua,0
2012-05-19,Bonaigua,7.6
2012-05-20,Bonaigua,17.7
2012-05-21,Bonaigua,14.2
2012-05-22,Bonaigua,7.5
2012-05-23,Bonaigua,0
2012-05-24,Bonaigua,0
2012-05-25,Bonaigua,1.2
2012-05-26,Bonaigua,0
2012-05-27,Bonaigua,0
2012-05-28,Bonaigua,0
2012-05-29,Bonaigua,0
2012-05-30,Bonaigua,0
2012-05-31,Bonaigua,0
2012-06-01,Bonaigua,0
2012-06-02,Bonaigua,4.6
2012-06-03,Bonaigua,19.4
2012-06-04,Bonaigua,0
2012-06-05,Bonaigua,0
2012-06-06,Bonaigua,0
2012-06-07,Bonaigua,5.5
2012-06-08,Bonaigua,0.9
2012-06-09,Bonaigua,0
2012-06-10,Bonaigua,6.5
2012-06-11,Bonaigua,10
2012-06-12,Bonaigua,1
2012-06-13,Bonaigua,0
2012-06-14,Bonaigua,0
2012-06-15,Bonaigua,0
2012-06-16,Bonaigua,0
2012-06-17,Bonaigua,1.8
2012-06-18,Bonaigua,2.1
2012-06-19,Bonaigua,47.7
2012-06-20,Bonaigua,0.9
2012-06-21,Bonaigua,0
2012-06-22,Bonaigua,0
2012-06-23,Bonaigua,0
2012-06-24,Bonaigua,0
2012-06-25,Bonaigua,0
2012-06-26,Bonaigua,0
2012-06-27,Bonaigua,7
2012-06-28,Bonaigua,0
2012-06-29,Bonaigua,0
2012-06-30,Bonaigua,0
2012-07-01,Bonaigua,26.2
2012-07-02,Bonaigua,0
2012-07-03,Bonaigua,0
2012-07-04,Bonaigua,14.5
2012-07-05,Bonaigua,13.7
2012-07-06,Bonaigua,0
2012-07-07,Bonaigua,0
2012-07-08,Bonaigua,0
2012-07-09,Bonaigua,0
2012-07-10,Bonaigua,0
2012-07-11,Bonaigua,0
2012-07-12,Bonaigua,0
2012-07-13,Bonaigua,0
2012-07-14,Bonaigua,0
2012-07-15,Bonaigua,0
2012-07-16,Bonaigua,0
2012-07-17,Bonaigua,0
2012-07-18,Bonaigua,0
2012-07-19,Bonaigua,0
2012-07-20,Bonaigua,0
2012-07-21,Bonaigua,0
2012-07-22,Bonaigua,0
2012-07-23,Bonaigua,0
2012-07-24,Bonaigua,0
2012-07-25,Bonaigua,0
2012-07-26,Bonaigua,0.3
2012-07-27,Bonaigua,6.6
2012-07-28,Bonaigua,11.6
2012-07-29,Bonaigua,0
2012-07-30,Bonaigua,0
2012-07-31,Bonaigua,0
2012-08-01,Bonaigua,0
2012-08-02,Bonaigua,0
2012-08-03,Bonaigua,0
2012-08-04,Bonaigua,1.9
2012-08-05,Bonaigua,40.7
2012-08-06,Bonaigua,2.7
2012-08-07,Bonaigua,0
2012-08-08,Bonaigua,0
2012-08-09,Bonaigua,0
2012-08-10,Bonaigua,0
2012-08-11,Bonaigua,0
2012-08-12,Bonaigua,0
2012-08-13,Bonaigua,0
2012-08-14,Bonaigua,0
2012-08-15,Bonaigua,0
2012-08-16,Bonaigua,0
2012-08-17,Bonaigua,0
2012-08-18,Bonaigua,0
2012-08-19,Bonaigua,0
2012-08-20,Bonaigua,0
2012-08-21,Bonaigua,0
2012-08-22,Bonaigua,0
2012-08-23,Bonaigua,0
2012-08-24,Bonaigua,0
2012-08-25,Bonaigua,1.2
2012-08-26,Bonaigua,0
2012-08-27,Bonaigua,0
2012-08-28,Bonaigua,1.9
2012-08-29,Bonaigua,5.1
2012-08-30,Bonaigua,19.5
2012-08-31,Bonaigua,0
2012-09-01,Bonaigua,0
2012-09-02,Bonaigua,0
2012-09-03,Bonaigua,0
2012-09-04,Bonaigua,0
2012-09-05,Bonaigua,0
2012-09-06,Bonaigua,0
2012-09-07,Bonaigua,0
2012-09-08,Bonaigua,5
2012-09-09,Bonaigua,7
2012-09-10,Bonaigua,3.6
2012-09-11,Bonaigua,0
2012-09-12,Bonaigua,0.9
2012-09-13,Bonaigua,2.4
2012-09-14,Bonaigua,0
2012-09-15,Bonaigua,0
2012-09-16,Bonaigua,0
2012-09-17,Bonaigua,0
2012-09-18,Bonaigua,5.7
2012-09-19,Bonaigua,1.8
2012-09-20,Bonaigua,0
2012-09-21,Bonaigua,0
2012-09-22,Bonaigua,0
2012-09-23,Bonaigua,7.7
2012-09-24,Bonaigua,3.6
2012-09-25,Bonaigua,0
2012-09-26,Bonaigua,10.7
2012-09-27,Bonaigua,0
2012-09-28,Bonaigua,0.8
2012-09-29,Bonaigua,15.3
2012-09-30,Bonaigua,2.1
2012-10-01,Bonaigua,0
2012-10-02,Bonaigua,0
2012-10-03,Bonaigua,0
2012-10-04,Bonaigua,0
2012-10-05,Bonaigua,0
2012-10-06,Bonaigua,0
2012-10-07,Bonaigua,0
2012-10-08,Bonaigua,0
2012-10-09,Bonaigua,0
2012-10-10,Bonaigua,0.3
2012-10-11,Bonaigua,13.3
2012-10-12,Bonaigua,3
2012-10-13,Bonaigua,0
2012-10-14,Bonaigua,9.1
2012-10-15,Bonaigua,0.6
2012-10-16,Bonaigua,0
2012-10-17,Bonaigua,0
2012-10-18,Bonaigua,10.8
2012-10-19,Bonaigua,100.6
2012-10-20,Bonaigua,37.2
2012-10-21,Bonaigua,16.8
2012-10-22,Bonaigua,0
2012-10-23,Bonaigua,0
2012-10-24,Bonaigua,0
2012-10-25,Bonaigua,15.5
2012-10-26,Bonaigua,11.2
2012-10-27,Bonaigua,5.8
2012-10-28,Bonaigua,1.5
2012-10-29,Bonaigua,0
2012-10-30,Bonaigua,2.9
2012-10-31,Bonaigua,1.2
2012-11-01,Bonaigua,0.3
2012-11-02,Bonaigua,0
2012-11-03,Bonaigua,0
2012-11-04,Bonaigua,22.2
2012-11-05,Bonaigua,2.1
2012-11-06,Bonaigua,0
2012-11-07,Bonaigua,0
2012-11-08,Bonaigua,2.6
2012-11-09,Bonaigua,2.3
2012-11-10,Bonaigua,5.5
2012-11-11,Bonaigua,9.5
2012-11-12,Bonaigua,0.3
2012-11-13,Bonaigua,0
2012-11-14,Bonaigua,0
2012-11-15,Bonaigua,0
2012-11-16,Bonaigua,0
2012-11-17,Bonaigua,2.2
2012-11-18,Bonaigua,2.2
2012-11-19,Bonaigua,0
2012-11-20,Bonaigua,0
2012-11-21,Bonaigua,0
2012-11-22,Bonaigua,0
2012-11-23,Bonaigua,0
2012-11-24,Bonaigua,0
2012-11-25,Bonaigua,1
2012-11-26,Bonaigua,21.2
2012-11-27,Bonaigua,11.4
2012-11-28,Bonaigua,4.5
2012-11-29,Bonaigua,1.2
2012-11-30,Bonaigua,0
2012-12-01,Bonaigua,0
2012-12-02,Bonaigua,5.1
2012-12-03,Bonaigua,7.1
2012-12-04,Bonaigua,3.2
2012-12-05,Bonaigua,11.2
2012-12-06,Bonaigua,1.5
2012-12-07,Bonaigua,1.5
2012-12-08,Bonaigua,1.5
2012-12-09,Bonaigua,0
2012-12-10,Bonaigua,0
2012-12-11,Bonaigua,0
2012-12-12,Bonaigua,0
2012-12-13,Bonaigua,0.9
2012-12-14,Bonaigua,0.9
2012-12-15,Bonaigua,1.3
2012-12-16,Bonaigua,0.9
2012-12-17,Bonaigua,0.6
2012-12-18,Bonaigua,0
2012-12-19,Bonaigua,0
2012-12-20,Bonaigua,2.8
2012-12-21,Bonaigua,0.9
2012-12-22,Bonaigua,0
2012-12-23,Bonaigua,0
2012-12-24,Bonaigua,0
2012-12-25,Bonaigua,2.2
2012-12-26,Bonaigua,2.3
2012-12-27,Bonaigua,0
2012-12-28,Bonaigua,0.3
2012-12-29,Bonaigua,0
2012-12-30,Bonaigua,0
2012-12-31,Bonaigua,0
2013-01-01,Bonaigua,5.1
2013-01-02,Bonaigua,1.2
2013-01-03,Bonaigua,0
2013-01-04,Bonaigua,0
2013-01-05,Bonaigua,0
2013-01-06,Bonaigua,0
2013-01-07,Bonaigua,0
2013-01-08,Bonaigua,0
2013-01-09,Bonaigua,0
2013-01-10,Bonaigua,3.9
2013-01-11,Bonaigua,0
2013-01-12,Bonaigua,1.2
2013-01-13,Bonaigua,11.4
2013-01-14,Bonaigua,10
2013-01-15,Bonaigua,20.4
2013-01-16,Bonaigua,17.2
2013-01-17,Bonaigua,5.5
2013-01-18,Bonaigua,9.5
2013-01-19,Bonaigua,24.4
2013-01-20,Bonaigua,4.7
2013-01-21,Bonaigua,3.9
2013-01-22,Bonaigua,0
2013-01-23,Bonaigua,5
2013-01-24,Bonaigua,28
2013-01-25,Bonaigua,0
2013-01-26,Bonaigua,8.1
2013-01-27,Bonaigua,5.3
2013-01-28,Bonaigua,4.1
2013-01-29,Bonaigua,0
2013-01-30,Bonaigua,0
2013-01-31,Bonaigua,0
2013-02-01,Bonaigua,3.7
2013-02-02,Bonaigua,23.1
2013-02-03,Bonaigua,2.8
2013-02-04,Bonaigua,1.2
2013-02-05,Bonaigua,1.7
2013-02-06,Bonaigua,24.9
2013-02-07,Bonaigua,8.7
2013-02-08,Bonaigua,4.2
2013-02-09,Bonaigua,11.8
2013-02-10,Bonaigua,6.8
2013-02-11,Bonaigua,8.3
2013-02-12,Bonaigua,9.3
2013-02-13,Bonaigua,4.1
2013-02-14,Bonaigua,11
2013-02-15,Bonaigua,1.5
2013-02-16,Bonaigua,0
2013-02-17,Bonaigua,0
2013-02-18,Bonaigua,0
2013-02-19,Bonaigua,0
2013-02-20,Bonaigua,0
2013-02-21,Bonaigua,0.3
2013-02-22,Bonaigua,2.7
2013-02-23,Bonaigua,0.9
2013-02-24,Bonaigua,2.4
2013-02-25,Bonaigua,3.1
2013-02-26,Bonaigua,0
2013-02-27,Bonaigua,0.3
2013-02-28,Bonaigua,0
2013-03-01,Bonaigua,2.4
2013-03-02,Bonaigua,0
2013-03-03,Bonaigua,0
2013-03-04,Bonaigua,8
2013-03-05,Bonaigua,39
2013-03-06,Bonaigua,13.2
2013-03-07,Bonaigua,14.4
2013-03-08,Bonaigua,5
2013-03-09,Bonaigua,2.6
2013-03-10,Bonaigua,0
2013-03-11,Bonaigua,0.3
2013-03-12,Bonaigua,7.9
2013-03-13,Bonaigua,7.8
2013-03-14,Bonaigua,5.2
2013-03-15,Bonaigua,0
2013-03-16,Bonaigua,0
2013-03-17,Bonaigua,7.8
2013-03-18,Bonaigua,2.9
2013-03-19,Bonaigua,0.6
2013-03-20,Bonaigua,3
2013-03-21,Bonaigua,0
2013-03-22,Bonaigua,1.3
2013-03-23,Bonaigua,0.3
2013-03-24,Bonaigua,4.6
2013-03-25,Bonaigua,3.6
2013-03-26,Bonaigua,0.6
2013-03-27,Bonaigua,0.6
2013-03-28,Bonaigua,6
2013-03-29,Bonaigua,0.9
2013-03-30,Bonaigua,3.5
2013-03-31,Bonaigua,0
2013-04-01,Bonaigua,4.9
2013-04-02,Bonaigua,0.3
2013-04-03,Bonaigua,0
2013-04-04,Bonaigua,12
2013-04-05,Bonaigua,2.1
2013-04-06,Bonaigua,3.6
2013-04-07,Bonaigua,0
2013-04-08,Bonaigua,0
2013-04-09,Bonaigua,0
2013-04-10,Bonaigua,0
2013-04-11,Bonaigua,1.3
2013-04-12,Bonaigua,0
2013-04-13,Bonaigua,0
2013-04-14,Bonaigua,0
2013-04-15,Bonaigua,0
2013-04-16,Bonaigua,0
2013-04-17,Bonaigua,0
2013-04-18,Bonaigua,0
2013-04-19,Bonaigua,13.3
2013-04-20,Bonaigua,0.3
2013-04-21,Bonaigua,0
2013-04-22,Bonaigua,0
2013-04-23,Bonaigua,0
2013-04-24,Bonaigua,0
2013-04-25,Bonaigua,5.1
2013-04-26,Bonaigua,5.4
2013-04-27,Bonaigua,10.5
2013-04-28,Bonaigua,15.4
2013-04-29,Bonaigua,18.9
2013-04-30,Bonaigua,25.5
2013-05-01,Bonaigua,0.3
2013-05-02,Bonaigua,9.8
2013-05-03,Bonaigua,0.3
2013-05-04,Bonaigua,0
2013-05-05,Bonaigua,0
2013-05-06,Bonaigua,0
2013-05-07,Bonaigua,0
2013-05-08,Bonaigua,1.5
2013-05-09,Bonaigua,10.1
2013-05-10,Bonaigua,2.1
2013-05-11,Bonaigua,0
2013-05-12,Bonaigua,0
2013-05-13,Bonaigua,0
2013-05-14,Bonaigua,3.2
2013-05-15,Bonaigua,27.2
2013-05-16,Bonaigua,5.8
2013-05-17,Bonaigua,15.4
2013-05-18,Bonaigua,11.2
2013-05-19,Bonaigua,1.2
2013-05-20,Bonaigua,1
2013-05-21,Bonaigua,8.5
2013-05-22,Bonaigua,16.5
2013-05-23,Bonaigua,0.9
2013-05-24,Bonaigua,0.3
2013-05-25,Bonaigua,0.3
2013-05-26,Bonaigua,0
2013-05-27,Bonaigua,1.2
2013-05-28,Bonaigua,5.3
2013-05-29,Bonaigua,1.5
2013-05-30,Bonaigua,7.2
2013-05-31,Bonaigua,21.2
2013-06-01,Bonaigua,12.3
2013-06-02,Bonaigua,8.6
2013-06-03,Bonaigua,0
2013-06-04,Bonaigua,0
2013-06-05,Bonaigua,1.8
2013-06-06,Bonaigua,14.9
2013-06-07,Bonaigua,0
2013-06-08,Bonaigua,16.4
2013-06-09,Bonaigua,6.6
2013-06-10,Bonaigua,0.9
2013-06-11,Bonaigua,0.6
2013-06-12,Bonaigua,0
2013-06-13,Bonaigua,11.5
2013-06-14,Bonaigua,1.8
2013-06-15,Bonaigua,0
2013-06-16,Bonaigua,0
2013-06-17,Bonaigua,25.1
2013-06-18,Bonaigua,91.2
2013-06-19,Bonaigua,7.5
2013-06-20,Bonaigua,0.6
2013-06-21,Bonaigua,4
2013-06-22,Bonaigua,0
2013-06-23,Bonaigua,0.9
2013-06-24,Bonaigua,0
2013-06-25,Bonaigua,0
2013-06-26,Bonaigua,0
2013-06-27,Bonaigua,0
2013-06-28,Bonaigua,0.3
2013-06-29,Bonaigua,0
2013-06-30,Bonaigua,0
2012-01-01,Lac Redon,0
2012-01-02,Lac Redon,10.2
2012-01-03,Lac Redon,0.3
2012-01-04,Lac Redon,5.5
2012-01-05,Lac Redon,4
2012-01-06,Lac Redon,4.5
2012-01-07,Lac Redon,0
2012-01-08,Lac Redon,0
2012-01-09,Lac Redon,0
2012-01-10,Lac Redon,0
2012-01-11,Lac Redon,0
2012-01-12,Lac Redon,0
2012-01-13,Lac Redon,0
2012-01-14,Lac Redon,0
2012-01-15,Lac Redon,0
2012-01-16,Lac Redon,0
2012-01-17,Lac Redon,0
2012-01-18,Lac Redon,0
2012-01-19,Lac Redon,0
2012-01-20,Lac Redon,9.8
2012-01-21,Lac Redon,0
2012-01-22,Lac Redon,0
2012-01-23,Lac Redon,0
2012-01-24,Lac Redon,0
2012-01-25,Lac Redon,0
2012-01-26,Lac Redon,0
2012-01-27,Lac Redon,0.6
2012-01-28,Lac Redon,25.4
2012-01-29,Lac Redon,15.7
2012-01-30,Lac Redon,0
2012-01-31,Lac Redon,5.6
2012-02-01,Lac Redon,6.3
2012-02-02,Lac Redon,0.3
2012-02-03,Lac Redon,0
2012-02-04,Lac Redon,0.8
2012-02-05,Lac Redon,25.6
2012-02-06,Lac Redon,7.6
2012-02-07,Lac Redon,2.1
2012-02-08,Lac Redon,0
2012-02-09,Lac Redon,0
2012-02-10,Lac Redon,0
2012-02-11,Lac Redon,0
2012-02-12,Lac Redon,0
2012-02-13,Lac Redon,1.3
2012-02-14,Lac Redon,19.8
2012-02-15,Lac Redon,2.7
2012-02-16,Lac Redon,15.9
2012-02-17,Lac Redon,0
2012-02-18,Lac Redon,0
2012-02-19,Lac Redon,5.1
2012-02-20,Lac Redon,0
2012-02-21,Lac Redon,0
2012-02-22,Lac Redon,0
2012-02-23,Lac Redon,0
2012-02-24,Lac Redon,0
2012-02-25,Lac Redon,0
2012-02-26,Lac Redon,0
2012-02-27,Lac Redon,0
2012-02-28,Lac Redon,0
2012-02-29,Lac Redon,0
2012-03-01,Lac Redon,0
2012-03-02,Lac Redon,0
2012-03-03,Lac Redon,19.4
2012-03-04,Lac Redon,6.4
2012-03-05,Lac Redon,3.9
2012-03-06,Lac Redon,4.5
2012-03-07,Lac Redon,2.3
2012-03-08,Lac Redon,7.7
2012-03-09,Lac Redon,0
2012-03-10,Lac Redon,0
2012-03-11,Lac Redon,0
2012-03-12,Lac Redon,0
2012-03-13,Lac Redon,0
2012-03-14,Lac Redon,0
2012-03-15,Lac Redon,0
2012-03-16,Lac Redon,0
2012-03-17,Lac Redon,0
2012-03-18,Lac Redon,1.6
2012-03-19,Lac Redon,5
2012-03-20,Lac Redon,1
2012-03-21,Lac Redon,8.2
2012-03-22,Lac Redon,10.2
2012-03-23,Lac Redon,0
2012-03-24,Lac Redon,0
2012-03-25,Lac Redon,0
2012-03-26,Lac Redon,1
2012-03-27,Lac Redon,0
2012-03-28,Lac Redon,1.9
2012-03-29,Lac Redon,0
2012-03-30,Lac Redon,0
2012-03-31,Lac Redon,0
2012-04-01,Lac Redon,7
2012-04-02,Lac Redon,1.3
2012-04-03,Lac Redon,2.3
2012-04-04,Lac Redon,5.5
2012-04-05,Lac Redon,3.3
2012-04-06,Lac Redon,2.4
2012-04-07,Lac Redon,14.2
2012-04-08,Lac Redon,6.7
2012-04-09,Lac Redon,0
2012-04-10,Lac Redon,8.8
2012-04-11,Lac Redon,0
2012-04-12,Lac Redon,12.9
2012-04-13,Lac Redon,4.7
2012-04-14,Lac Redon,17.5
2012-04-15,Lac Redon,34.6
2012-04-16,Lac Redon,17.7
2012-04-17,Lac Redon,0.6
2012-04-18,Lac Redon,1.8
2012-04-19,Lac Redon,8.3
2012-04-20,Lac Redon,3.6
2012-04-21,Lac Redon,0.6
2012-04-22,Lac Redon,0.6
2012-04-23,Lac Redon,7.7
2012-04-24,Lac Redon,0.4
2012-04-25,Lac Redon,0
2012-04-26,Lac Redon,0
2012-04-27,Lac Redon,0.3
2012-04-28,Lac Redon,10.1
2012-04-29,Lac Redon,2.4
2012-04-30,Lac Redon,13.9
2012-05-01,Lac Redon,0.3
2012-05-02,Lac Redon,0
2012-05-03,Lac Redon,1.3
2012-05-04,Lac Redon,2
2012-05-05,Lac Redon,0.6
2012-05-06,Lac Redon,0
2012-05-07,Lac Redon,0
2012-05-08,Lac Redon,1.6
2012-05-09,Lac Redon,0
2012-05-10,Lac Redon,0
2012-05-11,Lac Redon,0
2012-05-12,Lac Redon,0
2012-05-13,Lac Redon,0.9
2012-05-14,Lac Redon,0
2012-05-15,Lac Redon,0
2012-05-16,Lac Redon,0
2012-05-17,Lac Redon,4.1
2012-05-18,Lac Redon,0
2012-05-19,Lac Redon,11.1
2012-05-20,Lac Redon,27.8
2012-05-21,Lac Redon,38.9
2012-05-22,Lac Redon,20.1
2012-05-23,Lac Redon,0
2012-05-24,Lac Redon,0
2012-05-25,Lac Redon,0.3
2012-05-26,Lac Redon,0
2012-05-27,Lac Redon,0
2012-05-28,Lac Redon,0
2012-05-29,Lac Redon,0.7
2012-05-30,Lac Redon,0
2012-05-31,Lac Redon,0
2012-06-01,Lac Redon,0.3
2012-06-02,Lac Redon,2
2012-06-03,Lac Redon,14.4
2012-06-04,Lac Redon,0
2012-06-05,Lac Redon,0
2012-06-06,Lac Redon,0
2012-06-07,Lac Redon,4.4
2012-06-08,Lac Redon,0.6
2012-06-09,Lac Redon,0
2012-06-10,Lac Redon,3.1
2012-06-11,Lac Redon,6.8
2012-06-12,Lac Redon,8
2012-06-13,Lac Redon,0
2012-06-14,Lac Redon,0
2012-06-15,Lac Redon,0
2012-06-16,Lac Redon,0
2012-06-17,Lac Redon,0
2012-06-18,Lac Redon,0.9
2012-06-19,Lac Redon,48.2
2012-06-20,Lac Redon,0
2012-06-21,Lac Redon,0
2012-06-22,Lac Redon,0
2012-06-23,Lac Redon,0
2012-06-24,Lac Redon,0
2012-06-25,Lac Redon,0
